corpus,family,protocol,dimension,group,metric,value,ci_lo,ci_hi,n
ellipse,handfeat,oof,gender,Female - Male,conditional_differential,0.0549,0.0411,0.0671,2846
ellipse,handfeat,oof,race_ethnicity,White,mean_human,3.1624,,,471
ellipse,handfeat,oof,race_ethnicity,White,mean_machine,3.1258,,,471
ellipse,handfeat,oof,race_ethnicity,White,mean_gap,-0.0366,,,471
ellipse,handfeat,oof,race_ethnicity,White,smd,-0.0686,,,471
ellipse,handfeat,oof,race_ethnicity,White,qwk,0.4133,,,471
ellipse,handfeat,oof,race_ethnicity,White,exact,0.3588,,,471
ellipse,handfeat,oof,race_ethnicity,White,pearson_r,0.5276,,,471
ellipse,handfeat,oof,race_ethnicity,White,rmse,0.5724,,,471
ellipse,handfeat,oof,race_ethnicity,Hispanic/Latino,mean_human,3.0659,,,4635
ellipse,handfeat,oof,race_ethnicity,Hispanic/Latino,mean_machine,3.0761,,,4635
ellipse,handfeat,oof,race_ethnicity,Hispanic/Latino,mean_gap,0.0102,,,4635
ellipse,handfeat,oof,race_ethnicity,Hispanic/Latino,smd,0.0206,,,4635
ellipse,handfeat,oof,race_ethnicity,Hispanic/Latino,qwk,0.3781,,,4635
ellipse,handfeat,oof,race_ethnicity,Hispanic/Latino,exact,0.3609,,,4635
ellipse,handfeat,oof,race_ethnicity,Hispanic/Latino,pearson_r,0.4921,,,4635
ellipse,handfeat,oof,race_ethnicity,Hispanic/Latino,rmse,0.5483,,,4635
ellipse,handfeat,oof,race_ethnicity,Black/African American,mean_human,3.1951,,,515
ellipse,handfeat,oof,race_ethnicity,Black/African American,mean_machine,3.1699,,,515
ellipse,handfeat,oof,race_ethnicity,Black/African American,mean_gap,-0.0252,,,515
ellipse,handfeat,oof,race_ethnicity,Black/African American,smd,-0.0512,,,515
ellipse,handfeat,oof,race_ethnicity,Black/African American,qwk,0.3295,,,515
ellipse,handfeat,oof,race_ethnicity,Black/African American,exact,0.3709,,,515
ellipse,handfeat,oof,race_ethnicity,Black/African American,pearson_r,0.4561,,,515
ellipse,handfeat,oof,race_ethnicity,Black/African American,rmse,0.554,,,515
ellipse,handfeat,oof,race_ethnicity,Asian/Pacific Islander,mean_human,3.2298,,,792
ellipse,handfeat,oof,race_ethnicity,Asian/Pacific Islander,mean_machine,3.213,,,792
ellipse,handfeat,oof,race_ethnicity,Asian/Pacific Islander,mean_gap,-0.0168,,,792
ellipse,handfeat,oof,race_ethnicity,Asian/Pacific Islander,smd,-0.0335,,,792
ellipse,handfeat,oof,race_ethnicity,Asian/Pacific Islander,qwk,0.2907,,,792
ellipse,handfeat,oof,race_ethnicity,Asian/Pacific Islander,exact,0.3447,,,792
ellipse,handfeat,oof,race_ethnicity,Asian/Pacific Islander,pearson_r,0.4044,,,792
ellipse,handfeat,oof,race_ethnicity,Asian/Pacific Islander,rmse,0.5905,,,792
ellipse,handfeat,oof,race_ethnicity,Hispanic/Latino - White,raw_differential,0.0468,-0.0062,0.1016,4635
ellipse,handfeat,oof,race_ethnicity,Hispanic/Latino - White,conditional_differential,-0.0222,-0.052,0.0055,4635
ellipse,handfeat,oof,race_ethnicity,Black/African American - White,raw_differential,0.0114,-0.06,0.0836,515
ellipse,handfeat,oof,race_ethnicity,Black/African American - White,conditional_differential,0.0335,-0.0044,0.0689,515
ellipse,handfeat,oof,race_ethnicity,Asian/Pacific Islander - White,raw_differential,0.0197,-0.0488,0.0912,792
ellipse,handfeat,oof,race_ethnicity,Asian/Pacific Islander - White,conditional_differential,0.07,0.0411,0.1008,792
ellipse,handfeat,lopo,SES,Not economically disadvantaged,mean_human,3.133,,,1974
ellipse,handfeat,lopo,SES,Not economically disadvantaged,mean_machine,3.1221,,,1974
ellipse,handfeat,lopo,SES,Not economically disadvantaged,mean_gap,-0.0109,,,1974
ellipse,handfeat,lopo,SES,Not economically disadvantaged,smd,-0.0205,,,1974
ellipse,handfeat,lopo,SES,Not economically disadvantaged,qwk,0.3968,,,1974
ellipse,handfeat,lopo,SES,Not economically disadvantaged,exact,0.345,,,1974
ellipse,handfeat,lopo,SES,Not economically disadvantaged,pearson_r,0.5203,,,1974
ellipse,handfeat,lopo,SES,Not economically disadvantaged,rmse,0.5793,,,1974
ellipse,handfeat,lopo,SES,Economically disadvantaged,mean_human,3.0919,,,4507
ellipse,handfeat,lopo,SES,Economically disadvantaged,mean_machine,3.0995,,,4507
ellipse,handfeat,lopo,SES,Economically disadvantaged,mean_gap,0.0076,,,4507
ellipse,handfeat,lopo,SES,Economically disadvantaged,smd,0.0156,,,4507
ellipse,handfeat,lopo,SES,Economically disadvantaged,qwk,0.356,,,4507
ellipse,handfeat,lopo,SES,Economically disadvantaged,exact,0.3663,,,4507
ellipse,handfeat,lopo,SES,Economically disadvantaged,pearson_r,0.4647,,,4507
ellipse,handfeat,lopo,SES,Economically disadvantaged,rmse,0.5481,,,4507
ellipse,handfeat,lopo,SES,Economically disadvantaged - Not economically disadvantaged,raw_differential,0.0185,-0.0099,0.0521,4507
ellipse,handfeat,lopo,SES,Economically disadvantaged - Not economically disadvantaged,conditional_differential,-0.0132,-0.0273,0.0014,4507
ellipse,handfeat,lopo,gender,Male,mean_human,3.0743,,,3636
ellipse,handfeat,lopo,gender,Male,mean_machine,3.0749,,,3636
ellipse,handfeat,lopo,gender,Male,mean_gap,0.0007,,,3636
ellipse,handfeat,lopo,gender,Male,smd,0.0013,,,3636
ellipse,handfeat,lopo,gender,Male,qwk,0.3905,,,3636
ellipse,handfeat,lopo,gender,Male,exact,0.3771,,,3636
ellipse,handfeat,lopo,gender,Male,pearson_r,0.4938,,,3636
ellipse,handfeat,lopo,gender,Male,rmse,0.5412,,,3636
ellipse,handfeat,lopo,gender,Female,mean_human,3.1428,,,2846
ellipse,handfeat,lopo,gender,Female,mean_machine,3.1465,,,2846
ellipse,handfeat,lopo,gender,Female,mean_gap,0.0037,,,2846
