corpus,family,protocol,dimension,group,metric,value,ci_lo,ci_hi,n
persuade,handfeat,lopo,economically_disadvantaged,Economically disadvantaged,mean_machine,3.0304,,,9643
persuade,handfeat,lopo,economically_disadvantaged,Economically disadvantaged,mean_gap,0.0517,,,9643
persuade,handfeat,lopo,economically_disadvantaged,Economically disadvantaged,smd,0.0525,,,9643
persuade,handfeat,lopo,economically_disadvantaged,Economically disadvantaged,qwk,0.7536,,,9643
persuade,handfeat,lopo,economically_disadvantaged,Economically disadvantaged,exact,0.3183,,,9643
persuade,handfeat,lopo,economically_disadvantaged,Economically disadvantaged,pearson_r,0.7724,,,9643
persuade,handfeat,lopo,economically_disadvantaged,Economically disadvantaged,rmse,0.6812,,,9643
persuade,handfeat,lopo,economically_disadvantaged,Economically disadvantaged - Not economically disadvantaged,raw_differential,0.1951,0.1776,0.2132,9643
persuade,handfeat,lopo,economically_disadvantaged,Economically disadvantaged - Not economically disadvantaged,conditional_differential,-0.0151,-0.0324,0.002,9643
persuade,handfeat,lopo,student_disability_status,Not identified as having disability,mean_human,3.4172,,,18135
persuade,handfeat,lopo,student_disability_status,Not identified as having disability,mean_machine,3.3292,,,18135
persuade,handfeat,lopo,student_disability_status,Not identified as having disability,mean_gap,-0.088,,,18135
persuade,handfeat,lopo,student_disability_status,Not identified as having disability,smd,-0.0828,,,18135
persuade,handfeat,lopo,student_disability_status,Not identified as having disability,qwk,0.8046,,,18135
persuade,handfeat,lopo,student_disability_status,Not identified as having disability,exact,0.3154,,,18135
persuade,handfeat,lopo,student_disability_status,Not identified as having disability,pearson_r,0.8285,,,18135
persuade,handfeat,lopo,student_disability_status,Not identified as having disability,rmse,0.6534,,,18135
persuade,handfeat,lopo,student_disability_status,Identified as having disability,mean_human,2.7876,,,2688
persuade,handfeat,lopo,student_disability_status,Identified as having disability,mean_machine,2.9678,,,2688
persuade,handfeat,lopo,student_disability_status,Identified as having disability,mean_gap,0.1802,,,2688
persuade,handfeat,lopo,student_disability_status,Identified as having disability,smd,0.1744,,,2688
persuade,handfeat,lopo,student_disability_status,Identified as having disability,qwk,0.75,,,2688
persuade,handfeat,lopo,student_disability_status,Identified as having disability,exact,0.3211,,,2688
persuade,handfeat,lopo,student_disability_status,Identified as having disability,pearson_r,0.7821,,,2688
persuade,handfeat,lopo,student_disability_status,Identified as having disability,rmse,0.7252,,,2688
persuade,handfeat,lopo,student_disability_status,Identified as having disability - Not identified as having disability,raw_differential,0.2682,0.2395,0.2967,2688
persuade,handfeat,lopo,student_disability_status,Identified as having disability - Not identified as having disability,conditional_differential,0.0368,0.0135,0.0618,2688
persuade,handfeat,lopo,gender,M,mean_human,3.2009,,,12854
persuade,handfeat,lopo,gender,M,mean_machine,3.2124,,,12854
persuade,handfeat,lopo,gender,M,mean_gap,0.0115,,,12854
persuade,handfeat,lopo,gender,M,smd,0.0109,,,12854
persuade,handfeat,lopo,gender,M,qwk,0.7727,,,12854
persuade,handfeat,lopo,gender,M,exact,0.3092,,,12854
persuade,handfeat,lopo,gender,M,pearson_r,0.7954,,,12854
persuade,handfeat,lopo,gender,M,rmse,0.6984,,,12854
persuade,handfeat,lopo,gender,F,mean_human,3.4265,,,13141
persuade,handfeat,lopo,gender,F,mean_machine,3.4216,,,13141
persuade,handfeat,lopo,gender,F,mean_gap,-0.005,,,13141
persuade,handfeat,lopo,gender,F,smd,-0.0048,,,13141
persuade,handfeat,lopo,gender,F,qwk,0.7596,,,13141
persuade,handfeat,lopo,gender,F,exact,0.3049,,,13141
persuade,handfeat,lopo,gender,F,pearson_r,0.7891,,,13141
persuade,handfeat,lopo,gender,F,rmse,0.7116,,,13141
persuade,handfeat,lopo,gender,F - M,raw_differential,-0.0164,-0.0314,0.0005,13141
persuade,handfeat,lopo,gender,F - M,conditional_differential,0.0599,0.0469,0.0731,13141
persuade,handfeat,lopo,race_ethnicity,White,mean_human,3.4285,,,11571
persuade,handfeat,lopo,race_ethnicity,White,mean_machine,3.3723,,,11571
persuade,handfeat,lopo,race_ethnicity,White,mean_gap,-0.0562,,,11571
persuade,handfeat,lopo,race_ethnicity,White,smd,-0.0542,,,11571
persuade,handfeat,lopo,race_ethnicity,White,qwk,0.7738,,,11571
persuade,handfeat,lopo,race_ethnicity,White,exact,0.309,,,11571
persuade,handfeat,lopo,race_ethnicity,White,pearson_r,0.8003,,,11571
persuade,handfeat,lopo,race_ethnicity,White,rmse,0.6876,,,11571
persuade,handfeat,lopo,race_ethnicity,Hispanic/Latino,mean_human,3.086,,,6560
persuade,handfeat,lopo,race_ethnicity,Hispanic/Latino,mean_machine,3.1862,,,6560
persuade,handfeat,lopo,race_ethnicity,Hispanic/Latino,mean_gap,0.1003,,,6560
persuade,handfeat,lopo,race_ethnicity,Hispanic/Latino,smd,0.0999,,,6560
persuade,handfeat,lopo,race_ethnicity,Hispanic/Latino,qwk,0.7321,,,6560
persuade,handfeat,lopo,race_ethnicity,Hispanic/Latino,exact,0.3005,,,6560
persuade,handfeat,lopo,race_ethnicity,Hispanic/Latino,pearson_r,0.7578,,,6560
persuade,handfeat,lopo,race_ethnicity,Hispanic/Latino,rmse,0.7267,,,6560
persuade,handfeat,lopo,race_ethnicity,Black/African American,mean_human,3.1226,,,4958
persuade,handfeat,lopo,race_ethnicity,Black/African American,mean_machine,3.1625,,,4958
persuade,handfeat,lopo,race_ethnicity,Black/African American,mean_gap,0.0398,,,4958
persuade,handfeat,lopo,race_ethnicity,Black/African American,smd,0.0386,,,4958
persuade,handfeat,lopo,race_ethnicity,Black/African American,qwk,0.7471,,,4958
persuade,handfeat,lopo,race_ethnicity,Black/African American,exact,0.3157,,,4958
persuade,handfeat,lopo,race_ethnicity,Black/African American,pearson_r,0.7708,,,4958
persuade,handfeat,lopo,race_ethnicity,Black/African American,rmse,0.7218,,,4958
persuade,handfeat,lopo,race_ethnicity,Asian/Pacific Islander,mean_human,3.9185,,,1743
persuade,handfeat,lopo,race_ethnicity,Asian/Pacific Islander,mean_machine,3.8629,,,1743
persuade,handfeat,lopo,race_ethnicity,Asian/Pacific Islander,mean_gap,-0.0556,,,1743
persuade,handfeat,lopo,race_ethnicity,Asian/Pacific Islander,smd,-0.0497,,,1743
persuade,handfeat,lopo,race_ethnicity,Asian/Pacific Islander,qwk,0.7793,,,1743
persuade,handfeat,lopo,race_ethnicity,Asian/Pacific Islander,exact,0.2708,,,1743
persuade,handfeat,lopo,race_ethnicity,Asian/Pacific Islander,pearson_r,0.8289,,,1743
persuade,handfeat,lopo,race_ethnicity,Asian/Pacific Islander,rmse,0.7236,,,1743
persuade,handfeat,lopo,race_ethnicity,Hispanic/Latino - White,raw_differential,0.1564,0.134,0.1764,6560
persuade,handfeat,lopo,race_ethnicity,Hispanic/Latino - White,conditional_differential,0.0287,0.0117,0.0468,6560
persuade,handfeat,lopo,race_ethnicity,Black/African American - White,raw_differential,0.096,0.0721,0.1196,4958
persuade,handfeat,lopo,race_ethnicity,Black/African American - White,conditional_differential,-0.022,-0.0406,-0.0027,4958
persuade,handfeat,lopo,race_ethnicity,Asian/Pacific Islander - White,raw_differential,0.0005,-0.0329,0.0344,1743
persuade,handfeat,lopo,race_ethnicity,Asian/Pacific Islander - White,conditional_differential,0.1577,0.1312,0.1828,1743
persuade,tfidf,oof,ell_status,No,mean_human,3.3528,,,22451
persuade,tfidf,oof,ell_status,No,mean_machine,3.3595,,,22451
persuade,tfidf,oof,ell_status,No,mean_gap,0.0067,,,22451
persuade,tfidf,oof,ell_status,No,smd,0.0061,,,22451
persuade,tfidf,oof,ell_status,No,qwk,0.8491,,,22451
persuade,tfidf,oof,ell_status,No,exact,0.3349,,,22451
persuade,tfidf,oof,ell_status,No,pearson_r,0.8658,,,22451
persuade,tfidf,oof,ell_status,No,rmse,0.5836,,,22451
persuade,tfidf,oof,ell_status,Yes,mean_human,2.6912,,,2244
persuade,tfidf,oof,ell_status,Yes,mean_machine,2.7639,,,2244
persuade,tfidf,oof,ell_status,Yes,mean_gap,0.0728,,,2244
persuade,tfidf,oof,ell_status,Yes,smd,0.0791,,,2244
persuade,tfidf,oof,ell_status,Yes,qwk,0.7757,,,2244
persuade,tfidf,oof,ell_status,Yes,exact,0.3382,,,2244
persuade,tfidf,oof,ell_status,Yes,pearson_r,0.7966,,,2244
persuade,tfidf,oof,ell_status,Yes,rmse,0.6045,,,2244
persuade,tfidf,oof,ell_status,Yes - No,raw_differential,0.0661,0.0399,0.0929,2244
persuade,tfidf,oof,ell_status,Yes - No,conditional_differential,-0.1086,-0.1307,-0.086,2244
persuade,tfidf,oof,economically_disadvantaged,Not economically disadvantaged,mean_human,3.6478,,,11116
persuade,tfidf,oof,economically_disadvantaged,Not economically disadvantaged,mean_machine,3.641,,,11116
persuade,tfidf,oof,economically_disadvantaged,Not economically disadvantaged,mean_gap,-0.0068,,,11116
persuade,tfidf,oof,economically_disadvantaged,Not economically disadvantaged,smd,-0.0062,,,11116
persuade,tfidf,oof,economically_disadvantaged,Not economically disadvantaged,qwk,0.855,,,11116
persuade,tfidf,oof,economically_disadvantaged,Not economically disadvantaged,exact,0.3397,,,11116
persuade,tfidf,oof,economically_disadvantaged,Not economically disadvantaged,pearson_r,0.8704,,,11116
persuade,tfidf,oof,economically_disadvantaged,Not economically disadvantaged,rmse,0.5777,,,11116
persuade,tfidf,oof,economically_disadvantaged,Economically disadvantaged,mean_human,2.9787,,,9643
persuade,tfidf,oof,economically_disadvantaged,Economically disadvantaged,mean_machine,3.007,,,9643
persuade,tfidf,oof,economically_disadvantaged,Economically disadvantaged,mean_gap,0.0282,,,9643
persuade,tfidf,oof,economically_disadvantaged,Economically disadvantaged,smd,0.0285,,,9643
persuade,tfidf,oof,economically_disadvantaged,Economically disadvantaged,qwk,0.8249,,,9643
persuade,tfidf,oof,economically_disadvantaged,Economically disadvantaged,exact,0.3416,,,9643
persuade,tfidf,oof,economically_disadvantaged,Economically disadvantaged,pearson_r,0.8435,,,9643
persuade,tfidf,oof,economically_disadvantaged,Economically disadvantaged,rmse,0.5717,,,9643
persuade,tfidf,oof,economically_disadvantaged,Economically disadvantaged - Not economically disadvantaged,raw_differential,0.0351,0.0207,0.0497,9643
persuade,tfidf,oof,economically_disadvantaged,Economically disadvantaged - Not economically disadvantaged,conditional_differential,-0.1308,-0.1459,-0.1158,9643
persuade,tfidf,oof,student_disability_status,Not identified as having disability,mean_human,3.4172,,,18135
persuade,tfidf,oof,student_disability_status,Not identified as having disability,mean_machine,3.4184,,,18135
persuade,tfidf,oof,student_disability_status,Not identified as having disability,mean_gap,0.0012,,,18135
persuade,tfidf,oof,student_disability_status,Not identified as having disability,smd,0.0011,,,18135
persuade,tfidf,oof,student_disability_status,Not identified as having disability,qwk,0.8522,,,18135
persuade,tfidf,oof,student_disability_status,Not identified as having disability,exact,0.3396,,,18135
persuade,tfidf,oof,student_disability_status,Not identified as having disability,pearson_r,0.8681,,,18135
persuade,tfidf,oof,student_disability_status,Not identified as having disability,rmse,0.5739,,,18135
persuade,tfidf,oof,student_disability_status,Identified as having disability,mean_human,2.7876,,,2688
persuade,tfidf,oof,student_disability_status,Identified as having disability,mean_machine,2.8527,,,2688
persuade,tfidf,oof,student_disability_status,Identified as having disability,mean_gap,0.0651,,,2688
persuade,tfidf,oof,student_disability_status,Identified as having disability,smd,0.0613,,,2688
persuade,tfidf,oof,student_disability_status,Identified as having disability,qwk,0.8432,,,2688
persuade,tfidf,oof,student_disability_status,Identified as having disability,exact,0.3478,,,2688
persuade,tfidf,oof,student_disability_status,Identified as having disability,pearson_r,0.8581,,,2688
persuade,tfidf,oof,student_disability_status,Identified as having disability,rmse,0.5816,,,2688
persuade,tfidf,oof,student_disability_status,Identified as having disability - Not identified as having disability,raw_differential,0.0639,0.0398,0.0874,2688
persuade,tfidf,oof,student_disability_status,Identified as having disability - Not identified as having disability,conditional_differential,-0.1084,-0.1289,-0.0889,2688
persuade,tfidf,oof,gender,M,mean_human,3.2009,,,12854
persuade,tfidf,oof,gender,M,mean_machine,3.2235,,,12854
persuade,tfidf,oof,gender,M,mean_gap,0.0225,,,12854
persuade,tfidf,oof,gender,M,smd,0.0209,,,12854
persuade,tfidf,oof,gender,M,qwk,0.8488,,,12854
persuade,tfidf,oof,gender,M,exact,0.3387,,,12854
persuade,tfidf,oof,gender,M,pearson_r,0.8651,,,12854
persuade,tfidf,oof,gender,M,rmse,0.578,,,12854
persuade,tfidf,oof,gender,F,mean_human,3.4265,,,13141
persuade,tfidf,oof,gender,F,mean_machine,3.4298,,,13141
persuade,tfidf,oof,gender,F,mean_gap,0.0033,,,13141
persuade,tfidf,oof,gender,F,smd,0.0031,,,13141
persuade,tfidf,oof,gender,F,qwk,0.8437,,,13141
persuade,tfidf,oof,gender,F,exact,0.3338,,,13141
persuade,tfidf,oof,gender,F,pearson_r,0.8609,,,13141
persuade,tfidf,oof,gender,F,rmse,0.5894,,,13141
persuade,tfidf,oof,gender,F - M,raw_differential,-0.0192,-0.0327,-0.0056,13141
persuade,tfidf,oof,gender,F - M,conditional_differential,0.0375,0.0252,0.0496,13141
persuade,tfidf,oof,race_ethnicity,White,mean_human,3.4285,,,11571
persuade,tfidf,oof,race_ethnicity,White,mean_machine,3.4246,,,11571
persuade,tfidf,oof,race_ethnicity,White,mean_gap,-0.0039,,,11571
persuade,tfidf,oof,race_ethnicity,White,smd,-0.0036,,,11571
persuade,tfidf,oof,race_ethnicity,White,qwk,0.8399,,,11571
persuade,tfidf,oof,race_ethnicity,White,exact,0.3326,,,11571
persuade,tfidf,oof,race_ethnicity,White,pearson_r,0.8582,,,11571
persuade,tfidf,oof,race_ethnicity,White,rmse,0.5866,,,11571
persuade,tfidf,oof,race_ethnicity,Hispanic/Latino,mean_human,3.086,,,6560
persuade,tfidf,oof,race_ethnicity,Hispanic/Latino,mean_machine,3.1091,,,6560
persuade,tfidf,oof,race_ethnicity,Hispanic/Latino,mean_gap,0.0231,,,6560
persuade,tfidf,oof,race_ethnicity,Hispanic/Latino,smd,0.0226,,,6560
persuade,tfidf,oof,race_ethnicity,Hispanic/Latino,qwk,0.8276,,,6560
persuade,tfidf,oof,race_ethnicity,Hispanic/Latino,exact,0.3375,,,6560
persuade,tfidf,oof,race_ethnicity,Hispanic/Latino,pearson_r,0.8471,,,6560
persuade,tfidf,oof,race_ethnicity,Hispanic/Latino,rmse,0.5845,,,6560
persuade,tfidf,oof,race_ethnicity,Black/African American,mean_human,3.1226,,,4958
persuade,tfidf,oof,race_ethnicity,Black/African American,mean_machine,3.1647,,,4958
persuade,tfidf,oof,race_ethnicity,Black/African American,mean_gap,0.0421,,,4958
persuade,tfidf,oof,race_ethnicity,Black/African American,smd,0.0396,,,4958
persuade,tfidf,oof,race_ethnicity,Black/African American,qwk,0.846,,,4958
persuade,tfidf,oof,race_ethnicity,Black/African American,exact,0.3364,,,4958
persuade,tfidf,oof,race_ethnicity,Black/African American,pearson_r,0.86,,,4958
persuade,tfidf,oof,race_ethnicity,Black/African American,rmse,0.5775,,,4958
persuade,tfidf,oof,race_ethnicity,Asian/Pacific Islander,mean_human,3.9185,,,1743
persuade,tfidf,oof,race_ethnicity,Asian/Pacific Islander,mean_machine,3.9182,,,1743
persuade,tfidf,oof,race_ethnicity,Asian/Pacific Islander,mean_gap,-0.0003,,,1743
persuade,tfidf,oof,race_ethnicity,Asian/Pacific Islander,smd,-0.0003,,,1743
persuade,tfidf,oof,race_ethnicity,Asian/Pacific Islander,qwk,0.8702,,,1743
persuade,tfidf,oof,race_ethnicity,Asian/Pacific Islander,exact,0.3454,,,1743
persuade,tfidf,oof,race_ethnicity,Asian/Pacific Islander,pearson_r,0.8863,,,1743
persuade,tfidf,oof,race_ethnicity,Asian/Pacific Islander,rmse,0.59,,,1743
persuade,tfidf,oof,race_ethnicity,Hispanic/Latino - White,raw_differential,0.027,0.0082,0.0441,6560
persuade,tfidf,oof,race_ethnicity,Hispanic/Latino - White,conditional_differential,-0.0674,-0.0813,-0.0521,6560
persuade,tfidf,oof,race_ethnicity,Black/African American - White,raw_differential,0.046,0.0268,0.0644,4958
persuade,tfidf,oof,race_ethnicity,Black/African American - White,conditional_differential,-0.0398,-0.0575,-0.0233,4958
persuade,tfidf,oof,race_ethnicity,Asian/Pacific Islander - White,raw_differential,0.0035,-0.0263,0.0336,1743
persuade,tfidf,oof,race_ethnicity,Asian/Pacific Islander - White,conditional_differential,0.1237,0.0974,0.15,1743
persuade,tfidf,lopo,ell_status,No,mean_human,3.3528,,,22451
persuade,tfidf,lopo,ell_status,No,mean_machine,3.1861,,,22451
persuade,tfidf,lopo,ell_status,No,mean_gap,-0.1668,,,22451
persuade,tfidf,lopo,ell_status,No,smd,-0.1569,,,22451
persuade,tfidf,lopo,ell_status,No,qwk,0.769,,,22451
persuade,tfidf,lopo,ell_status,No,exact,0.2857,,,22451
persuade,tfidf,lopo,ell_status,No,pearson_r,0.8018,,,22451
persuade,tfidf,lopo,ell_status,No,rmse,0.7168,,,22451
persuade,tfidf,lopo,ell_status,Yes,mean_human,2.6912,,,2244
persuade,tfidf,lopo,ell_status,Yes,mean_machine,2.8244,,,2244
persuade,tfidf,lopo,ell_status,Yes,mean_gap,0.1332,,,2244
persuade,tfidf,lopo,ell_status,Yes,smd,0.1529,,,2244
persuade,tfidf,lopo,ell_status,Yes,qwk,0.6319,,,2244
persuade,tfidf,lopo,ell_status,Yes,exact,0.2914,,,2244
persuade,tfidf,lopo,ell_status,Yes,pearson_r,0.6792,,,2244
persuade,tfidf,lopo,ell_status,Yes,rmse,0.7399,,,2244
persuade,tfidf,lopo,ell_status,Yes - No,raw_differential,0.2999,0.2696,0.3313,2244
persuade,tfidf,lopo,ell_status,Yes - No,conditional_differential,0.0475,0.0246,0.0707,2244
persuade,tfidf,lopo,economically_disadvantaged,Not economically disadvantaged,mean_human,3.6478,,,11116
persuade,tfidf,lopo,economically_disadvantaged,Not economically disadvantaged,mean_machine,3.4095,,,11116
persuade,tfidf,lopo,economically_disadvantaged,Not economically disadvantaged,mean_gap,-0.2384,,,11116
persuade,tfidf,lopo,economically_disadvantaged,Not economically disadvantaged,smd,-0.2192,,,11116
persuade,tfidf,lopo,economically_disadvantaged,Not economically disadvantaged,qwk,0.7881,,,11116
persuade,tfidf,lopo,economically_disadvantaged,Not economically disadvantaged,exact,0.2888,,,11116
persuade,tfidf,lopo,economically_disadvantaged,Not economically disadvantaged,pearson_r,0.8249,,,11116
persuade,tfidf,lopo,economically_disadvantaged,Not economically disadvantaged,rmse,0.7052,,,11116
persuade,tfidf,lopo,economically_disadvantaged,Economically disadvantaged,mean_human,2.9787,,,9643
persuade,tfidf,lopo,economically_disadvantaged,Economically disadvantaged,mean_machine,2.8927,,,9643
persuade,tfidf,lopo,economically_disadvantaged,Economically disadvantaged,mean_gap,-0.086,,,9643
persuade,tfidf,lopo,economically_disadvantaged,Economically disadvantaged,smd,-0.0896,,,9643
persuade,tfidf,lopo,economically_disadvantaged,Economically disadvantaged,qwk,0.7401,,,9643
persuade,tfidf,lopo,economically_disadvantaged,Economically disadvantaged,exact,0.303,,,9643
persuade,tfidf,lopo,economically_disadvantaged,Economically disadvantaged,pearson_r,0.7715,,,9643
persuade,tfidf,lopo,economically_disadvantaged,Economically disadvantaged,rmse,0.6819,,,9643
persuade,tfidf,lopo,economically_disadvantaged,Economically disadvantaged - Not economically disadvantaged,raw_differential,0.1523,0.1332,0.1704,9643
persuade,tfidf,lopo,economically_disadvantaged,Economically disadvantaged - Not economically disadvantaged,conditional_differential,-0.0654,-0.0817,-0.049,9643
persuade,tfidf,lopo,student_disability_status,Not identified as having disability,mean_human,3.4172,,,18135
persuade,tfidf,lopo,student_disability_status,Not identified as having disability,mean_machine,3.2163,,,18135
persuade,tfidf,lopo,student_disability_status,Not identified as having disability,mean_gap,-0.2009,,,18135
persuade,tfidf,lopo,student_disability_status,Not identified as having disability,smd,-0.1887,,,18135
persuade,tfidf,lopo,student_disability_status,Not identified as having disability,qwk,0.7836,,,18135
persuade,tfidf,lopo,student_disability_status,Not identified as having disability,exact,0.2945,,,18135
persuade,tfidf,lopo,student_disability_status,Not identified as having disability,pearson_r,0.8179,,,18135
persuade,tfidf,lopo,student_disability_status,Not identified as having disability,rmse,0.6951,,,18135
persuade,tfidf,lopo,student_disability_status,Identified as having disability,mean_human,2.7876,,,2688
persuade,tfidf,lopo,student_disability_status,Identified as having disability,mean_machine,2.8447,,,2688
persuade,tfidf,lopo,student_disability_status,Identified as having disability,mean_gap,0.0572,,,2688
persuade,tfidf,lopo,student_disability_status,Identified as having disability,smd,0.0567,,,2688
persuade,tfidf,lopo,student_disability_status,Identified as having disability,qwk,0.7591,,,2688
persuade,tfidf,lopo,student_disability_status,Identified as having disability,exact,0.3039,,,2688
persuade,tfidf,lopo,student_disability_status,Identified as having disability,pearson_r,0.7919,,,2688
persuade,tfidf,lopo,student_disability_status,Identified as having disability,rmse,0.6888,,,2688
persuade,tfidf,lopo,student_disability_status,Identified as having disability - Not identified as having disability,raw_differential,0.2581,0.2312,0.2873,2688
persuade,tfidf,lopo,student_disability_status,Identified as having disability - Not identified as having disability,conditional_differential,0.0124,-0.0095,0.0336,2688
persuade,tfidf,lopo,gender,M,mean_human,3.2009,,,12854
persuade,tfidf,lopo,gender,M,mean_machine,3.0636,,,12854
persuade,tfidf,lopo,gender,M,mean_gap,-0.1373,,,12854
persuade,tfidf,lopo,gender,M,smd,-0.1318,,,12854
persuade,tfidf,lopo,gender,M,qwk,0.765,,,12854
persuade,tfidf,lopo,gender,M,exact,0.2874,,,12854
persuade,tfidf,lopo,gender,M,pearson_r,0.7995,,,12854
persuade,tfidf,lopo,gender,M,rmse,0.7052,,,12854
persuade,tfidf,lopo,gender,F,mean_human,3.4265,,,13141
persuade,tfidf,lopo,gender,F,mean_machine,3.26,,,13141
persuade,tfidf,lopo,gender,F,mean_gap,-0.1665,,,13141
persuade,tfidf,lopo,gender,F,smd,-0.1587,,,13141
persuade,tfidf,lopo,gender,F,qwk,0.7531,,,13141
persuade,tfidf,lopo,gender,F,exact,0.2816,,,13141
persuade,tfidf,lopo,gender,F,pearson_r,0.7877,,,13141
persuade,tfidf,lopo,gender,F,rmse,0.7329,,,13141
persuade,tfidf,lopo,gender,F - M,raw_differential,-0.0292,-0.0476,-0.0121,13141
persuade,tfidf,lopo,gender,F - M,conditional_differential,0.0518,0.0391,0.0649,13141
persuade,tfidf,lopo,race_ethnicity,White,mean_human,3.4285,,,11571
persuade,tfidf,lopo,race_ethnicity,White,mean_machine,3.2252,,,11571
persuade,tfidf,lopo,race_ethnicity,White,mean_gap,-0.2033,,,11571
persuade,tfidf,lopo,race_ethnicity,White,smd,-0.196,,,11571
persuade,tfidf,lopo,race_ethnicity,White,qwk,0.7514,,,11571
persuade,tfidf,lopo,race_ethnicity,White,exact,0.2771,,,11571
persuade,tfidf,lopo,race_ethnicity,White,pearson_r,0.7915,,,11571
persuade,tfidf,lopo,race_ethnicity,White,rmse,0.7277,,,11571
persuade,tfidf,lopo,race_ethnicity,Hispanic/Latino,mean_human,3.086,,,6560
persuade,tfidf,lopo,race_ethnicity,Hispanic/Latino,mean_machine,2.9942,,,6560
persuade,tfidf,lopo,race_ethnicity,Hispanic/Latino,mean_gap,-0.0918,,,6560
persuade,tfidf,lopo,race_ethnicity,Hispanic/Latino,smd,-0.0931,,,6560
persuade,tfidf,lopo,race_ethnicity,Hispanic/Latino,qwk,0.7321,,,6560
persuade,tfidf,lopo,race_ethnicity,Hispanic/Latino,exact,0.2864,,,6560
persuade,tfidf,lopo,race_ethnicity,Hispanic/Latino,pearson_r,0.766,,,6560
persuade,tfidf,lopo,race_ethnicity,Hispanic/Latino,rmse,0.7124,,,6560
persuade,tfidf,lopo,race_ethnicity,Black/African American,mean_human,3.1226,,,4958
persuade,tfidf,lopo,race_ethnicity,Black/African American,mean_machine,3.0367,,,4958
persuade,tfidf,lopo,race_ethnicity,Black/African American,mean_gap,-0.086,,,4958
persuade,tfidf,lopo,race_ethnicity,Black/African American,smd,-0.0842,,,4958
persuade,tfidf,lopo,race_ethnicity,Black/African American,qwk,0.7551,,,4958
persuade,tfidf,lopo,race_ethnicity,Black/African American,exact,0.2969,,,4958
persuade,tfidf,lopo,race_ethnicity,Black/African American,pearson_r,0.7848,,,4958
persuade,tfidf,lopo,race_ethnicity,Black/African American,rmse,0.7045,,,4958
persuade,tfidf,lopo,race_ethnicity,Asian/Pacific Islander,mean_human,3.9185,,,1743
persuade,tfidf,lopo,race_ethnicity,Asian/Pacific Islander,mean_machine,3.7018,,,1743
persuade,tfidf,lopo,race_ethnicity,Asian/Pacific Islander,mean_gap,-0.2168,,,1743
persuade,tfidf,lopo,race_ethnicity,Asian/Pacific Islander,smd,-0.1872,,,1743
persuade,tfidf,lopo,race_ethnicity,Asian/Pacific Islander,qwk,0.7907,,,1743
persuade,tfidf,lopo,race_ethnicity,Asian/Pacific Islander,exact,0.2668,,,1743
persuade,tfidf,lopo,race_ethnicity,Asian/Pacific Islander,pearson_r,0.8266,,,1743
persuade,tfidf,lopo,race_ethnicity,Asian/Pacific Islander,rmse,0.7489,,,1743
persuade,tfidf,lopo,race_ethnicity,Hispanic/Latino - White,raw_differential,0.1115,0.0909,0.1308,6560
persuade,tfidf,lopo,race_ethnicity,Hispanic/Latino - White,conditional_differential,-0.0191,-0.0347,-0.0023,6560
persuade,tfidf,lopo,race_ethnicity,Black/African American - White,raw_differential,0.1173,0.0923,0.1402,4958
persuade,tfidf,lopo,race_ethnicity,Black/African American - White,conditional_differential,-0.0032,-0.0219,0.0158,4958
persuade,tfidf,lopo,race_ethnicity,Asian/Pacific Islander - White,raw_differential,-0.0135,-0.0491,0.0213,1743
persuade,tfidf,lopo,race_ethnicity,Asian/Pacific Islander - White,conditional_differential,0.1336,0.1057,0.1619,1743
persuade,embed,oof,ell_status,No,mean_human,3.3528,,,22451
persuade,embed,oof,ell_status,No,mean_machine,3.3346,,,22451
persuade,embed,oof,ell_status,No,mean_gap,-0.0182,,,22451
persuade,embed,oof,ell_status,No,smd,-0.0173,,,22451
persuade,embed,oof,ell_status,No,qwk,0.7828,,,22451
persuade,embed,oof,ell_status,No,exact,0.2964,,,22451
persuade,embed,oof,ell_status,No,pearson_r,0.8084,,,22451
persuade,embed,oof,ell_status,No,rmse,0.6868,,,22451
persuade,embed,oof,ell_status,Yes,mean_human,2.6912,,,2244
persuade,embed,oof,ell_status,Yes,mean_machine,2.9159,,,2244
persuade,embed,oof,ell_status,Yes,mean_gap,0.2248,,,2244
persuade,embed,oof,ell_status,Yes,smd,0.2376,,,2244
persuade,embed,oof,ell_status,Yes,qwk,0.6985,,,2244
persuade,embed,oof,ell_status,Yes,exact,0.2812,,,2244
persuade,embed,oof,ell_status,Yes,pearson_r,0.7284,,,2244
persuade,embed,oof,ell_status,Yes,rmse,0.7361,,,2244
persuade,embed,oof,ell_status,Yes - No,raw_differential,0.243,0.2139,0.2718,2244
persuade,embed,oof,ell_status,Yes - No,conditional_differential,0.0083,-0.0176,0.0344,2244
persuade,embed,oof,economically_disadvantaged,Not economically disadvantaged,mean_human,3.6478,,,11116
persuade,embed,oof,economically_disadvantaged,Not economically disadvantaged,mean_machine,3.5911,,,11116
persuade,embed,oof,economically_disadvantaged,Not economically disadvantaged,mean_gap,-0.0567,,,11116
persuade,embed,oof,economically_disadvantaged,Not economically disadvantaged,smd,-0.0533,,,11116
persuade,embed,oof,economically_disadvantaged,Not economically disadvantaged,qwk,0.7877,,,11116
persuade,embed,oof,economically_disadvantaged,Not economically disadvantaged,exact,0.2941,,,11116
persuade,embed,oof,economically_disadvantaged,Not economically disadvantaged,pearson_r,0.8153,,,11116
