unitid,urm_share
135735,0.6521141285665177
135771,0.9758620689655172
136066,0.6347826086956522
136109,0.3576158940397351
136145,0.2854984894259819
136172,0.2620251336125957
136215,0.4812572759022119
136233,0.22513452525603195
136288,0.42857142857142855
136303,0.815464587394412
136330,0.28503075871496925
136358,0.5651376146788991
136400,0.2868380984604974
136473,0.2813439800891839
136491,0.28720626631853785
136516,0.40188313973952833
136659,0.12975778546712802
136765,0.4532710280373832
136774,0.2291044776119403
136783,0.2857142857142857
136826,0.8788927335640139
136950,0.25662376987130964
137023,0.22727272727272727
137032,0.5037669056912045
137078,0.2973891035033968
137087,0.5019157088122606
137096,0.368475720592054
137120,0.24293785310734464
137148,0.4715447154471545
137209,0.4353891336270191
137245,0.7679900744416873
137272,0.4098360655737705
137281,0.21956705088557774
137315,0.4849375459221161
137351,0.3509106512825403
137476,0.7165697674418605
137546,0.26642926513434767
137564,0.34817012858555885
137591,0.257396449704142
137713,0.4634146341463415
137759,0.4692622950819672
137777,0.0
137801,0.5891647855530474
137847,0.20626101097709718
137856,0.17518248175182483
137865,0.26634382566585957
137953,0.34472934472934474
137962,0.46534653465346537
138132,0.21794871794871795
138187,0.5394361451196226
138275,0.5205913410770855
138284,0.29045643153526973
138293,0.4108761329305136
138309,0.20944064793723108
138354,0.27684064298471917
138372,0.6086956521739131
138479,0.6378205128205128
138488,0.6633858267716536
138497,0.1875
138558,0.16892086330935252
138600,0.4487594390507012
138655,0.7682926829268293
138664,0.8301886792452831
138682,0.8111350353737311
138691,0.5016990291262136
138716,0.9317656129529683
138761,0.5652173913043478
138789,0.3906518680631546
138813,0.49471565173628584
138822,0.5158102766798419
138840,0.9544370860927153
138868,0.40890481064483114
138901,0.9611929572403881
138938,0.6932907348242812
138947,0.8296152602651148
138956,0.5574370709382152
139010,0.506482982171799
139144,0.1437530149541727
139153,0.7663817663817664
139199,0.4476709013914096
139205,0.22802547770700637
139214,0.6609442060085837
139250,0.29158401813544915
139278,0.38588165504968114
139287,0.8269230769230769
139311,0.6906178489702517
139357,0.5204460966542751
139366,0.4563264103697157
139384,0.2230718085106383
139393,0.08855721393034825
139463,0.2864302235929067
139506,0.9746835443037974
139579,0.526984126984127
139621,0.5149111675126904
139630,0.22826086956521738
139658,0.2090074333187582
139700,0.3241310493929819
139719,0.9502664298401421
139746,0.5857142857142857
139755,0.1703789786299955
139764,0.33189992181391714
139861,0.13709277327600464
139931,0.33212996389891697
139940,0.5819327731092437
139959,0.17155021287252692
139968,0.4362983850294796
139986,0.4748033170316819
139995,0.6567796610169492
140003,0.7377622377622378
140012,0.5035432544457815
140234,0.26379690949227375
140243,0.2716492002206288
140252,0.4052924791086351
140331,0.42534253425342533
140340,0.7698675496688742
140447,0.38525286867828307
140553,0.9615749525616698
140678,0.14799154334038056
140696,0.3310810810810811
140720,0.8107569721115537
140818,0.19613899613899613
140827,0.1746031746031746
140872,0.31222707423580787
140942,0.5446927374301676
